computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S85e_fcc_N79_n17_75_Al_M99_200714,85e,85,4,3,1,46.0430533,0.3333333,0.25,0.0833333,79,-17,75,S85e_fcc_n79_-17_75,105,-31,13,-79,17,-75,0.4962437,0.0004434,6,-3,-7,344,1003,-135,79,-17,75,2,3,-9,240,971,377,105,-31,13,5587,510,516,struct_S85e_fcc_N79_n17_75_Al_M99_200714.510.out
S29b_fcc_Nn13_n2_30_Al_M99_210713,29b,29,2,2,1,46.397181,0.2857143,0.2857143,0.1428571,-13,-2,30,S29b_fcc_n-13_-2_30,6,-19,26,13,2,-30,0,0.8471271,-2,-2,-1,62,-73,22,-13,-2,30,-2,-2,-1,71,-46,-50,6,-19,26,2186,1233,467,struct_S29b_fcc_Nn13_n2_30_Al_M99_210713.1233.out
S15_fcc_Nn34_n7_5_Al_M99_201228,15,15,2,1,0,48.1896851,0.4,0.2,0,-34,-7,5,S15_fcc_n-34_-7_5,-31,-13,10,34,7,-5,-0.774849,0.141467,-2,9,-1,-19,-22,-160,-34,-7,5,-1,7,6,-74,88,-115,-31,-13,10,1220,1151,520,struct_S15_fcc_Nn34_n7_5_Al_M99_201228.1151.out
S165h_fcc_N31_n137_515_Al_M99_210630,165h,165,9,7,1,52.9127632,0.3913043,0.3043478,0.0434783,31,-137,515,S165h_fcc_n31_-137_515,-275,407,-209,31,-137,515,-0.8939714,0.3849981,-23,-24,-5,2609,-2338,-779,31,-137,515,-25,-21,-8,139,-55,-290,25,-37,19,2496,2174,431,struct_S165h_fcc_N31_n137_515_Al_M99_210630.2174.out
S53a_fcc_N13_n1_28_Al_M99_210716,53a,53,2,1,1,27.5270853,0.2,0.1,0.1,13,-1,28,S53a_fcc_n13_-1_28,-19,8,-23,13,-1,28,-0.4103603,0.0563673,9,5,-4,-68,152,37,13,-1,28,7,8,-3,-80,109,104,19,-8,23,3816,4264,497,struct_S53a_fcc_N13_n1_28_Al_M99_210716.4264.out
S283a_fcc_Nn273_141_31_Al_M99_210713,283a,283,5,3,3,22.4777206,0.1515152,0.0909091,0.0909091,-273,141,31,S283a_fcc_n-273_141_31,273,-31,-141,-279,113,69,0.3892554,0.8398967,-11,-18,-15,-1557,-4436,6465,-273,141,31,-11,-15,-18,453,-6265,4944,-279,69,113,7060,2103,537,struct_S283a_fcc_Nn273_141_31_Al_M99_210713.2103.out
S447h_fcc_N302_29_22_Al_M99_200714,447h,447,10,3,1,41.069346,0.3571429,0.1071429,0.0357143,302,29,22,S447h_fcc_n302_29_22,300,48,-15,-302,-29,-22,0.0667669,0.0724357,-15,116,53,-1015,-16336,35467,302,29,22,-3,55,116,2131,-11585,5548,100,16,-5,10944,807,547,struct_S447h_fcc_N302_29_22_Al_M99_200714.807.out
S529k_fcc_Nn89_58_102_Al_M99_200714,529k,529,11,6,1,45.4667347,0.3666667,0.2,0.0333333,-89,58,102,S529k_fcc_n-89_58_102,42,34,-137,-89,58,102,-0.0514196,0.7435399,12,-15,19,2632,2915,639,-89,58,102,17,-21,0,2877,2329,1460,-42,-34,137,13501,9446,494,struct_S529k_fcc_Nn89_58_102_Al_M99_200714.9446.out
S225i_fcc_N11_n173_415_Al_M99_210712,225i,225,11,7,1,51.6838655,0.4074074,0.2592593,0.037037,11,-173,415,S225i_fcc_n11_-173_415,-175,391,-137,11,-173,415,-0.8453361,0.2819509,-41,-17,-6,8093,-16949,-7280,11,-173,415,-41,-18,1,2075,-5792,-19181,175,-391,137,4008,95,495,struct_S225i_fcc_N11_n173_415_Al_M99_210712.95.out
S215e_fcc_N50_n36_17_Al_M99_200714,215e,215,9,7,1,45.9449785,0.3333333,0.2592593,0.037037,50,-36,17,S215e_fcc_n50_-36_17,49,-28,-30,-50,36,-17,0.6310255,0.3840775,-3,-7,-6,335,249,-458,50,-36,17,-6,-3,-7,106,523,-315,49,-28,-30,10996,9927,514,struct_S215e_fcc_N50_n36_17_Al_M99_200714.9927.out
S549h_fcc_N301_n125_55_Al_M99_200714,549h,549,13,1,1,32.4070172,0.2888889,0.0222222,0.0222222,301,-125,55,S549h_fcc_n301_-125_55,301,55,-125,-307,29,119,0.6835414,0.2652211,30,41,-71,6620,23021,16091,301,-125,55,25,74,-39,6787,11248,25693,307,-119,-29,12811,6821,479,struct_S549h_fcc_N301_n125_55_Al_M99_200714.6821.out
S35a_fcc_Nn3_1_0_Al_M99_210714,35a,35,2,1,1,34.0477324,0.25,0.125,0.125,-3,1,0,S35a_fcc_n-3_1_0,3,0,-1,-3,1,0,0.6454972,0.7637626,1,3,-5,-1,-3,-2,-3,1,0,-1,5,-3,-1,-2,-3,-3,0,1,1249,565,552,struct_S35a_fcc_Nn3_1_0_Al_M99_210714.565.out
S55b_fcc_Nn69_n90_8_Al_M99_210528,55b,55,2,1,1,38.5726508,0.2857143,0.1428571,0.1428571,-69,-90,8,S55b_fcc_n-69_-90_8,-69,8,-90,45,30,100,-0.508528,0.169702,2,-1,6,-532,430,249,-69,-90,8,4,-3,4,-98,12,107,-9,-20,-6,1889,1508,519,struct_S55b_fcc_Nn69_n90_8_Al_M99_210528.1508.out
S97b_fcc_Nn61_n39_53_Al_M99_200714,97b,97,5,1,1,30.5906886,0.2631579,0.0526316,0.0526316,-61,-39,53,S97b_fcc_n-61_-39_53,51,67,-31,-61,-39,53,0.3514038,0.0504586,1,-7,-4,527,-191,466,-61,-39,53,1,-4,-7,593,-326,271,-51,-67,31,7481,1576,493,struct_S97b_fcc_Nn61_n39_53_Al_M99_200714.1576.out
S43c_fcc_Nn17_n115_26_Al_M99_210730,43c,43,3,3,2,60.76636,0.375,0.375,0.25,-17,-115,26,S43c_fcc_n-17_-115_26,-25,58,101,26,-115,-17,0.4651465,0.6139621,-7,-1,-9,1061,-335,-788,-17,-115,26,-11,-1,-3,245,713,-1136,25,-101,-58,473,301,527,struct_S43c_fcc_Nn17_n115_26_Al_M99_210730.301.out
S153e_fcc_N179_29_43_Al_M99_200714,153e,153,9,1,1,43.2176122,0.3913043,0.0434783,0.0434783,179,29,43,S153e_fcc_n179_29_43,-181,-11,-43,179,29,43,-0.9061975,0.08477,-9,17,26,23,-5041,3304,179,29,43,-7,-6,31,599,-5912,-1009,181,11,43,6057,559,483,struct_S153e_fcc_N179_29_43_Al_M99_200714.559.out
S47b_fcc_Nn76_n27_13_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-76,-27,13,S47b_fcc_n-76_-27_13,-68,-39,23,76,27,-13,-0.77373,0.133007,2,-9,-7,153,-253,369,-76,-27,13,-2,-3,-11,249,-397,63,-68,-39,23,1998,872,535,struct_S47b_fcc_Nn76_n27_13_Al_M99_201228.872.out
S79c_fcc_Nn270_229_36_Al_M99_211122,79c,79,3,2,1,34.6354566,0.25,0.1666667,0.0833333,-270,229,36,S79c_fcc_n-270_229_36,258,-123,-212,-270,229,36,0.5574522,0.5528451,2,0,15,15,18,-2,-270,229,36,7,-6,12,12,20,3,-258,123,212,1728,711,569,struct_S79c_fcc_Nn270_229_36_Al_M99_211122.711.out
S143b_fcc_Nn145_827_787_Al_M99_210629,143b,143,5,2,1,37.794879,0.3125,0.125,0.0625,-145,827,787,S143b_fcc_n-145_827_787,29,221,1129,145,-827,-787,-0.1327945,-0.7445737,8,29,-29,-15602,697,-3607,-145,827,787,-1,41,-8,-16019,-299,470,29,221,1129,2112,423,590,struct_S143b_fcc_Nn145_827_787_Al_M99_210629.423.out
S79c_fcc_N113_25_243_Al_M99_211122,79c,79,3,2,1,34.6354566,0.25,0.1666667,0.0833333,113,25,243,S79c_fcc_n113_25_243,187,-57,185,-113,-25,-243,0.3450561,-0.3313156,13,19,-8,-4817,4063,1822,113,25,243,8,23,-1,-4198,1667,4757,187,-57,185,2281,942,525,struct_S79c_fcc_N113_25_243_Al_M99_211122.942.out
S43a_fcc_N71_n47_19_Al_M99_210802,43a,43,1,1,1,15.1781789,0.0769231,0.0769231,0.0769231,71,-47,19,S43a_fcc_n71_-47_19,79,-37,1,-71,47,-19,0.7447553,0.0477761,2,1,-5,72,131,55,71,-47,19,1,2,-5,61,132,65,79,-37,1,3255,499,403,struct_S43a_fcc_N71_n47_19_Al_M99_210802.499.out
S17b_fcc_N2_14_19_Al_M99_210630,17b,17,2,2,1,61.9275131,0.4,0.4,0.2,2,14,19,S17b_fcc_n2_14_19,14,2,19,-2,-14,-19,0.5715618,0,7,-1,0,19,133,-100,2,14,19,5,3,-4,-65,151,32,14,2,19,473,393,453,struct_S17b_fcc_N2_14_19_Al_M99_210630.393.out
S99c_fcc_Nn20_n52_19_Al_M99_200714,99c,99,4,3,2,45.002923,0.3076923,0.2307692,0.1538462,-20,-52,19,S99c_fcc_n-20_-52_19,1,58,10,-20,-52,19,-0.4789196,0.0411656,5,1,8,-29,17,16,-20,-52,19,8,-1,5,-20,-5,31,-1,-58,-10,5960,1759,540,struct_S99c_fcc_Nn20_n52_19_Al_M99_200714.1759.out
S447h_fcc_Nn194_n140_125_Al_M99_210715,447h,447,10,3,1,41.069346,0.3571429,0.1071429,0.0357143,-194,-140,125,S447h_fcc_n-194_-140_125,164,211,-38,-194,-140,125,-0.3208442,0.1212875,-45,107,50,-125,25,-166,-194,-140,125,-33,46,113,-157,106,-89,-164,-211,38,6408,3247,526,struct_S447h_fcc_Nn194_n140_125_Al_M99_210715.3247.out
S171g_fcc_Nn119_n79_17_Al_M99_200714,171g,171,9,7,5,56.8533652,0.3913043,0.3043478,0.2173913,-119,-79,17,S171g_fcc_n-119_-79_17,71,125,5,-119,-79,17,-0.2059352,0.1822683,11,-17,-2,149,-17,964,-119,-79,17,10,-5,-17,700,-419,535,-71,-125,-5,8363,4796,453,struct_S171g_fcc_Nn119_n79_17_Al_M99_200714.4796.out
S243h_fcc_Nn31_151_275_Al_M99_210712,243h,243,6,5,5,49.7525106,0.3,0.25,0.25,-31,151,275,S243h_fcc_n-31_151_275,-79,11,-305,-31,151,275,-0.4306841,0.3315408,47,57,-26,-19601,12119,-8864,-31,151,275,7,78,1,-23801,2056,6239,79,-11,305,5938,590,479,struct_S243h_fcc_Nn31_151_275_Al_M99_210712.590.out
S143b_fcc_Nn95_315_131_Al_M99_200714,143b,143,5,2,1,37.794879,0.3125,0.125,0.0625,-95,315,131,S143b_fcc_n-95_315_131,-71,169,303,95,-315,-131,-0.4510425,-0.7345473,2,11,-25,-9316,-2113,-1675,-95,315,131,-5,23,-14,-9335,-2509,-788,-71,169,303,3226,2758,576,struct_S143b_fcc_Nn95_315_131_Al_M99_200714.2758.out
S225i_fcc_N127_89_5_Al_M99_200714,225i,225,11,7,1,51.6838655,0.4074074,0.2592593,0.037037,127,89,5,S225i_fcc_n127_89_5,125,91,13,-127,-89,-5,-0.0311717,-0.0037459,-10,15,-13,-1232,1601,2795,127,89,5,-13,17,6,325,-919,3308,125,91,13,10588,10382,555,struct_S225i_fcc_N127_89_5_Al_M99_200714.10382.out
S245d_fcc_N149_407_45_Al_M99_200714,245d,245,6,3,2,36.8698976,0.2857143,0.1428571,0.0952381,149,407,45,S245d_fcc_n149_407_45,115,355,225,-149,-407,-45,-0.3544367,-0.1876429,-20,5,21,8322,-4029,8885,149,407,45,-13,-11,24,2199,-1137,670,23,71,45,4416,4095,562,struct_S245d_fcc_N149_407_45_Al_M99_200714.4095.out
S33a_fcc_N23_n89_113_Al_M99_201228,33a,33,1,1,0,20.0499757,0.125,0.125,0,23,-89,113,S33a_fcc_n23_-89_113,113,-47,79,-89,23,-113,0.506864,0.507743,10,-19,-17,1220,507,151,23,-89,113,5,-14,-23,1235,492,-31,47,-113,79,1280,1297,478,struct_S33a_fcc_N23_n89_113_Al_M99_201228.1297.out
S83c_fcc_Nn11_n51_10_Al_M99_200714,83c,83,3,3,2,42.6978739,0.25,0.25,0.1666667,-11,-51,10,S83c_fcc_n-11_-51_10,5,-51,-14,11,51,-10,-0.3951501,0.1734934,1,-1,-4,107,-17,31,-11,-51,10,-1,1,-4,109,17,-23,5,-51,-14,3949,4843,544,struct_S83c_fcc_Nn11_n51_10_Al_M99_200714.4843.out
S43b_fcc_N35_n113_29_Al_M99_210714,43b,43,2,1,0,27.9054728,0.2222222,0.1111111,0,35,-113,29,S43b_fcc_n35_-113_29,-35,113,29,35,-113,29,0.1578846,0.9874576,-1,2,9,-25,-8,-1,35,-113,29,1,-2,9,-25,-8,1,35,-113,-29,2423,416,549,struct_S43b_fcc_N35_n113_29_Al_M99_210714.416.out
S55a_fcc_N12_8_1_Al_M99_210528,55a,55,3,1,0,35.0968012,0.3,0.1,0,12,8,1,S55a_fcc_n12_8_1,62,34,15,-12,-8,-1,0.8405,0.200346,-3,4,4,28,-51,72,12,8,1,-2,1,6,189,-402,130,62,34,15,2546,2527,495,struct_S55a_fcc_N12_8_1_Al_M99_210528.2527.out
S297e_fcc_N167_n41_47_Al_M99_200714,297e,297,6,5,2,38.6344897,0.2608696,0.2173913,0.0869565,167,-41,47,S297e_fcc_n167_-41_47,173,-13,-41,-167,41,-47,0.4180972,0.2445547,-5,6,23,-1225,-4076,797,167,-41,47,5,-6,23,-545,-4184,-973,173,-13,-41,12386,11111,575,struct_S297e_fcc_N167_n41_47_Al_M99_200714.11111.out
S15_fcc_Nn1_2_5_Al_M99_201228,15,15,2,1,0,48.1896851,0.4,0.2,0,-1,2,5,S15_fcc_n-1_2_5,1,-2,5,1,-2,-5,0,0,-1,2,-1,-2,-1,0,-1,2,5,-1,2,1,-2,-1,0,1,-2,5,2217,4330,433,struct_S15_fcc_Nn1_2_5_Al_M99_201228.4330.out
S325c_fcc_N54_n150_47_Al_M99_200714,325c,325,7,5,1,27.7957725,0.2,0.1428571,0.0285714,54,-150,47,S325c_fcc_n54_-150_47,-65,150,30,54,-150,47,-0.7845492,-0.1268287,-9,-7,-12,2129,225,-1728,54,-150,47,-12,-3,-11,312,215,-399,13,-30,-6,7260,4191,558,struct_S325c_fcc_N54_n150_47_Al_M99_200714.4191.out
S45a_fcc_Nn1_25_23_Al_M99_201228,45a,45,3,1,1,28.624551,0.2307692,0.0769231,0.0769231,-1,25,23,S45a_fcc_n-1_25_23,-1,-37,-95,-1,25,23,-0.336593,0.756907,-2,-1,1,16,-15,17,-1,25,23,-5,-5,2,61,-53,20,1,37,95,10716,6798,555,struct_S45a_fcc_Nn1_25_23_Al_M99_201228.6798.out
S369k_fcc_Nn25_199_47_Al_M99_200714,369k,369,11,9,7,48.708394,0.3142857,0.2571429,0.2,-25,199,47,S369k_fcc_n-25_199_47,-35,121,163,25,-199,-47,-0.3591599,-0.3856099,-45,-4,-7,-241,-458,1811,-25,199,47,-40,-21,7,854,-1255,1115,-35,121,163,12746,12335,470,struct_S369k_fcc_Nn25_199_47_Al_M99_200714.12335.out
S169e_fcc_N65_n11_75_Al_M99_210630,169e,169,6,3,2,44.7602701,0.3529412,0.1764706,0.1176471,65,-11,75,S169e_fcc_n65_-11_75,89,-31,33,-65,11,-75,0.391966,-0.0745366,-13,5,12,-39,-135,14,65,-11,75,-8,-7,15,-18,-123,-67,89,-31,33,11912,7758,479,struct_S169e_fcc_N65_n11_75_Al_M99_210630.7758.out
S73e_fcc_Nn11_39_16_Al_M99_200714,73e,73,4,3,0,48.8879096,0.3636364,0.2727273,0,-11,39,16,S73e_fcc_n-11_39_16,4,19,39,11,-39,-16,0.1979026,0.3767064,1,-3,8,180,52,-3,-11,39,16,4,-7,3,165,72,-52,4,19,39,4341,878,474,struct_S73e_fcc_Nn11_39_16_Al_M99_200714.878.out
S201e_fcc_Nn21_n13_23_Al_M99_210701,201e,201,4,4,3,37.2483058,0.2105263,0.2105263,0.1578947,-21,-13,23,S201e_fcc_n-21_-13_23,-17,-79,61,21,13,-23,-0.2719603,0.8248518,-5,1,-4,29,-199,-86,-21,-13,23,-19,1,-4,85,-409,-506,-17,-79,61,13906,5903,519,struct_S201e_fcc_Nn21_n13_23_Al_M99_210701.5903.out
S75d_fcc_Nn49_95_293_Al_M99_211122,75d,75,4,3,2,52.1690831,0.3636364,0.2727273,0.1818182,-49,95,293,S75d_fcc_n-49_95_293,107,-101,275,49,-95,-293,0.3316304,-0.5627341,-26,-35,7,728,-485,279,-49,95,293,-13,-41,-10,819,-167,-380,107,-101,275,3764,1343,443,struct_S75d_fcc_Nn49_95_293_Al_M99_211122.1343.out
S529k_fcc_Nn54_267_50_Al_M99_200714,529k,529,11,6,1,45.4667347,0.3666667,0.2,0.0333333,-54,267,50,S529k_fcc_n-54_267_50,-14,165,222,54,-267,-50,-0.4196774,-0.598096,-17,-4,3,1001,-688,4755,-54,267,50,-15,-8,5,2601,-3260,2587,-14,165,222,7296,4757,567,struct_S529k_fcc_Nn54_267_50_Al_M99_200714.4757.out
S103e_fcc_N251_253_171_Al_M99_210624,103e,103,3,3,2,55.0532042,0.3333333,0.3333333,0.2222222,251,253,171,S103e_fcc_n251_253_171,253,251,171,-251,-253,-171,0.99997,0.0077412,7,-11,6,33,-3,-44,251,253,171,11,-7,-6,-3,33,-44,253,251,171,4014,1655,413,struct_S103e_fcc_N251_253_171_Al_M99_210624.1655.out
